Book,#,Name,Ingredient,Idx,Category,Type,Page,Stock,,
Smuggler's Cove,305,Sparkling Mai Tai,Black Blended Overproof Rum,R6,Rum (black Blended Overproof),,136,3,,
Smuggler's Cove,306,Sparkling Mai Tai,Blended Aged Rum,R3,Rum (blended Aged),,136,3,,
Smuggler's Cove,307,Sparkling Mai Tai,Sparkling Wine,,Wine (sparkling),,136,2,,
Smuggler's Cove,308,,,,,,,,,
Smuggler's Cove,309,The Ernesto,Ting Grapefruit Soda,,Soda (grapefruit),,137,,,
Smuggler's Cove,310,The Ernesto,Lime Juice,,Juice (lime),,137,3,,
Smuggler's Cove,311,The Ernesto,Honey Syrup,,Syrup (honey),,137,3,,
Smuggler's Cove,312,The Ernesto,Giffard Abricot du Roussillon,,Liqueur (apricot),,137,,,
Smuggler's Cove,313,The Ernesto,Tequila Blanco,,Tequila (blanco),,137,3,,
Smuggler's Cove,314,The Ernesto,Herbstura,,Bitters (herbstura),,137,3,,
Smuggler's Cove,315,,,,,,,,,
Smuggler's Cove,316,The Sexpert,Lemon Juice,,Juice (lemon),,137,3,,
Smuggler's Cove,317,The Sexpert,Passion Fruit Syrup,,Syrup (passion Fruit),,137,3,,
Smuggler's Cove,318,The Sexpert,John D. Taylor's Velvet Falernum,,Liqueur (falernum),,137,3,,
Smuggler's Cove,319,The Sexpert,Peruvian Pisco,,Brandy (pisco),,137,,,
Smuggler's Cove,320,The Sexpert,Gin,,Gin,,137,3,,
Smuggler's Cove,321,The Sexpert,Bittermens Burlesque Bitters,,Bitters (bittermens Burlesque),,137,,,
Smuggler's Cove,329,,,,,,,,,
Smuggler's Cove,330,Hana Reviver,Lemon Juice,,Juice (lemon),,139,3,,
Smuggler's Cove,331,Hana Reviver,Passion Fruit Syrup,,Syrup (passion Fruit),,139,3,,
Smuggler's Cove,332,Hana Reviver,Li Hing Mui Powder,,Li Hing Mui Powder,,139,,,
Smuggler's Cove,333,Hana Reviver,Seltzer,,Soda,,139,3,,
Smuggler's Cove,334,Hana Reviver,Maraschino Liqueur,,Liqueur (maraschino),,139,3,,
Smuggler's Cove,335,Hana Reviver,Pot Still Unaged Rum,,Rum (pot Still Unaged),,139,3,,
Smuggler's Cove,336,,,,,,,,,
Smuggler's Cove,337,Kaiteur Swizzle,Lime Juice,,Juice (lime),,140,3,,
Smuggler's Cove,338,Kaiteur Swizzle,Maple Syrup,,Syrup (maple),,140,3,,
Smuggler's Cove,339,Kaiteur Swizzle,John D. Taylor's Velvet Falernum,,Liqueur (falernum),,140,3,,
Smuggler's Cove,340,Kaiteur Swizzle,Blended Aged Rum (guyana),R3,Rum (blended Aged),,140,3,,
Smuggler's Cove,341,Kaiteur Swizzle,Angostura Bitters,,Bitters (aromatic),,140,3,,
Smuggler's Cove,342,,,,,,,,,
Smuggler's Cove,343,The Expedition,Lime Juice,,Juice (lime),,140,3,,
Smuggler's Cove,344,The Expedition,Cinnamon Syrup,,Syrup (cinnamon),,140,3,,
Smuggler's Cove,345,The Expedition,Honey Syrup,,Syrup (honey),,140,3,,
Smuggler's Cove,346,The Expedition,Vanillla Syrup,,Syrup (vanilla),,140,2,,
Smuggler's Cove,347,The Expedition,Seltzer,,Soda,,140,3,,
Smuggler's Cove,348,The Expedition,Bittermens New Orleans Coffee Liqueur,,Liqueur (coffee),,140,,,
Smuggler's Cove,349,The Expedition,Black Blended Rum,RR5,Rum (black Blended),,140,3,,
Smuggler's Cove,350,The Expedition,Bourbon,,Whiskey (bourbon),,140,2,,
Smuggler's Cove,351,,,,,,,,,
Smuggler's Cove,352,The Undead Gentleman,Absinthe Blanc,,Absinthe,,142,3,,
Smuggler's Cove,353,The Undead Gentleman,Lime Juice,,Juice (lime),,142,3,,
Smuggler's Cove,354,The Undead Gentleman,Grapefruit Juice,,Juice (grapefruit),,142,3,,
Smuggler's Cove,355,The Undead Gentleman,Cinnamon Syrup,,Syrup (cinnamon),,142,3,,
Smuggler's Cove,356,The Undead Gentleman,John D. Taylor's Velvet Falernum,,Liqueur (falernum),,142,3,,
Smuggler's Cove,357,The Undead Gentleman,Black Blended Overproof Rum,R6,Rum (black Blended Overproof),,142,3,,
Smuggler's Cove,358,The Undead Gentleman,Blended Aged Rum,R3,Rum (blended Aged),,142,3,,
Smuggler's Cove,359,The Undead Gentleman,Angostura Bitters,,Bitters (aromatic),,142,3,,
Smuggler's Cove,360,,,,,,,,,
Smuggler's Cove,361,The Dead Reckoning,Seltzer,,Soda,,142,3,,
Smuggler's Cove,362,The Dead Reckoning,Lemon Juice,,Juice (lemon),,142,3,,
Smuggler's Cove,363,The Dead Reckoning,Pineapple Juice,,Juice (pineapple),,142,3,,
Smuggler's Cove,364,The Dead Reckoning,Maple Syrup,,Syrup (maple),,142,3,,
Smuggler's Cove,365,The Dead Reckoning,Vanilla Brandy,,Brandy (vanilla),,142,,,
Smuggler's Cove,366,The Dead Reckoning,Tawny Port,,Port (tawny),,142,,,
Smuggler's Cove,367,The Dead Reckoning,Blended Aged Rum,R3,Rum (blended Aged),,142,3,,
Smuggler's Cove,368,The Dead Reckoning,Angostura Bitters,,Bitters (aromatic),,142,3,,
Smuggler's Cove,369,,,,,,,,,
Smuggler's Cove,370,Falinum,Lemon Juice,,Juice (lemon),,144,3,,
Smuggler's Cove,371,Falinum,Coconut Cream,,Cream (coconut),,144,3,,
Smuggler's Cove,372,Falinum,Seltzer,,Soda,,144,3,,
Smuggler's Cove,373,Falinum,John D. Taylor's Velvet Falernum,,Liqueur (falernum),,144,3,,
Smuggler's Cove,374,Falinum,Column Still Aged Rum,R4,Rum (column Still Aged),,144,3,,
Smuggler's Cove,375,Falinum,Orange Bitters,,Bitters (orange),,144,3,,
Smuggler's Cove,376,,,,,,,,,
Smuggler's Cove,377,Humuhumunukunukuapua'a,Lemon Juice,,Juice (lemon),,144,3,,
Smuggler's Cove,378,Humuhumunukunukuapua'a,Pineapple Juice,,Juice (pineapple),,144,3,,
Smuggler's Cove,379,Humuhumunukunukuapua'a,Orgeat,,Syrup (almond),,144,3,,
Smuggler's Cove,380,Humuhumunukunukuapua'a,Gin,,Gin,,144,3,,
Smuggler's Cove,381,Humuhumunukunukuapua'a,Peychaud's Bitters,,Bitters (creole),,144,,,
Smuggler's Cove,382,,,,,,,,,
Smuggler's Cove,383,Lauwiliwilinukunuku'oi'oi,Lemon Juice,,Juice (lemon),,144,3,,
Smuggler's Cove,384,Lauwiliwilinukunuku'oi'oi,Pineapple Juice,,Juice (pineapple),,144,3,,
Smuggler's Cove,385,Lauwiliwilinukunuku'oi'oi,Orgeat,,Syrup (almond),,144,3,,
Smuggler's Cove,386,Lauwiliwilinukunuku'oi'oi,Blended Aged Rum,R3,Rum (blended Aged),,144,3,,
Smuggler's Cove,387,Lauwiliwilinukunuku'oi'oi,Peychaud's Bitters,,Bitters (creole),,144,,,
Smuggler's Cove,388,,,,,,,,,
Smuggler's Cove,389,Finkelgrog,Lime Juice,,Juice (lime),,145,3,,
Smuggler's Cove,390,Finkelgrog,Grapefruit Juice,,Juice (grapefruit),,145,3,,
Smuggler's Cove,391,Finkelgrog,Orgeat,,Syrup (almond),,145,3,,
Smuggler's Cove,392,Finkelgrog,Napa Wine Syrup,,Syrup (napa Wine),,145,,,
Smuggler's Cove,393,Finkelgrog,Licor 43,,Liqueur (licor 43),,145,,,
Smuggler's Cove,394,Finkelgrog,Blended Lightly Aged Rum,R2,Rum (blended Lightly Aged),,145,3,,
Smuggler's Cove,395,Finkelgrog,Black Blended Rum,RR5,Rum (black Blended),,145,3,,
Smuggler's Cove,396,Finkelgrog,Seltzer,,Soda,,145,3,,
Smuggler's Cove,397,Finkelgrog,Ground Cinnamon,,Spice (cinnamon),,145,3,,
Smuggler's Cove,398,,,,,,,,,
Smuggler's Cove,399,For Pete's Sake,Lime Juice,,Juice (lime),,145,3,,
Smuggler's Cove,400,For Pete's Sake,Demerara Syrup,,Syrup (demerara),,145,3,,
Smuggler's Cove,401,For Pete's Sake,Hibiscus Liqueur,,Liqueur (hibiscus),,145,,,
Smuggler's Cove,402,For Pete's Sake,Cherry Heering Liqueur,,Liqueur (cherry Heering),,145,,,
Smuggler's Cove,403,For Pete's Sake,Peruvian Pisco,,Brandy (pisco),,145,,,
Smuggler's Cove,404,For Pete's Sake,Angostura Bitters,,Bitters (aromatic),,145,3,,
Smuggler's Cove,405,,,,,,,,,
Smuggler's Cove,406,Arrack Punch,Lemon Juice,,Juice (lemon),,163,3,,
Smuggler's Cove,407,Arrack Punch,Lime Juice,,Juice (lime),,163,3,,
Smuggler's Cove,408,Arrack Punch,Demerara Syrup,,Syrup (demerara),,163,3,,
Smuggler's Cove,409,Arrack Punch,Batavia Arrack,,Batavia Arrack,,163,,,
Smuggler's Cove,410,Arrack Punch,Pot Still Lightly Aged Rum (overproof),R1,Pot Still Lightly Aged Rum (overproof),,163,3,,
Smuggler's Cove,411,Arrack Punch,Cabonated Chai Tea,,Cabonated Chai Tea,,163,,,
Smuggler's Cove,412,,,,,,,,,
Smuggler's Cove,413,El Draque,Mint Leaves,,Leaves (mint),,163,3,,
Smuggler's Cove,414,El Draque,Demerara Syrup,,Syrup (demerara),,163,3,,
Smuggler's Cove,415,El Draque,Lime Juice,,Juice (lime),,163,3,,
Smuggler's Cove,416,El Draque,Pot Still Aged Cachaça,,Cachaça,,163,,,
Smuggler's Cove,417,,,,,,,,,
Smuggler's Cove,418,Grog,Lime Juice,,Juice (lime),,165,3,,
Smuggler's Cove,419,Grog,Demerara Syrup,,Syrup (demerara),,165,3,,
Smuggler's Cove,420,Grog,Rum,,Rum,,165,3,,
Smuggler's Cove,421,,,,,,,,,
Smuggler's Cove,422,Rum Flip,Medium Egg,,Egg Medium,,165,3,,
Smuggler's Cove,423,Rum Flip,Demerara Syrup,,Syrup (demerara),,165,3,,
Smuggler's Cove,424,Rum Flip,Blended Aged Rum,R3,Rum (blended Aged),,165,3,,
Smuggler's Cove,425,,,,,,,,,
Smuggler's Cove,426,Bombo,Demerara Syrup,,Syrup (demerara),,167,3,,
Smuggler's Cove,427,Bombo,Blended Aged Rum,R3,Rum (blended Aged),,167,3,,
Smuggler's Cove,428,,,,,,,,,
Smuggler's Cove,429,Calibogus,Seltzer,,Soda,,167,3,,
Smuggler's Cove,430,Calibogus,Lime Juice,,Juice (lime),,167,3,,
Smuggler's Cove,431,Calibogus,Molasses Syrup,,Syrup (molasses),,167,,,
Smuggler's Cove,432,Calibogus,Spruce Beer Soda Extract,,Extract (spruce Beer Soda),,167,,,
Smuggler's Cove,433,Calibogus,Zirbenz Stone Pine Liqueur,,Liqueur (pine),,167,,,
Smuggler's Cove,434,Calibogus,Blended Aged Rum,R3,Rum (blended Aged),,167,3,,
Smuggler's Cove,435,,,,,,,,,
Smuggler's Cove,436,Mary Pickford,Pineapple Juice,,Juice (pineapple),,168,3,,
Smuggler's Cove,437,Mary Pickford,Grenadine,,Syrup (grenadine),,168,3,,
Smuggler's Cove,438,Mary Pickford,Luxardo Maraschino Liqueur,,Liqueur (maraschino),,168,3,,
Smuggler's Cove,439,Mary Pickford,Blended Lightly Aged Rum,R2,Rum (blended Lightly Aged),,168,3,,
Smuggler's Cove,440,,,,,,,,,
Smuggler's Cove,441,Daiquiri No. 1,Lime Juice,,Juice (lime),,168,3,,
Smuggler's Cove,442,Daiquiri No. 1,Demerara Syrup,,Syrup (demerara),,168,3,,
Smuggler's Cove,443,Daiquiri No. 1,Blended Lightly Aged Rum,R2,Rum (blended Lightly Aged),,168,3,,
Smuggler's Cove,444,,,,,,,,,
Smuggler's Cove,445,Hotel Nacional Special,(1-inch-square) Pineapple Chunks,,Fruit (pineapple),,171,,,
Smuggler's Cove,446,Hotel Nacional Special ,Lime Juice,,Juice (lime),,171,3,,
Smuggler's Cove,447,Hotel Nacional Special,Demerara Syrup,,Syrup (demerara),,171,3,,
Smuggler's Cove,448,Hotel Nacional Special,Giffard Abricot du Roussillon,,Liqueur (apricot) ,,171,,,
Smuggler's Cove,449,Hotel Nacional Special,Blended Lightly Aged Rum,R2,Rum (blended Lightly Aged),,171,3,,
Smuggler's Cove,450,,,,,,,,,
Smuggler's Cove,451,Daisy De Santiago,Lime Juice,,Juice (lime),,171,3,,
Smuggler's Cove,452,Daisy De Santiago,Demerara Syrup,,Syrup (demerara),,171,3,,
Smuggler's Cove,453,Daisy De Santiago,Seltzer,,Soda,,171,3,,
Smuggler's Cove,454,Daisy De Santiago,Yellow Chartreuse,,Liqueur (yellow Chartreuse),,171,,,
Smuggler's Cove,455,Daisy De Santiago,Blended Lightly Aged Rum,R2,Rum (blended Lightly Aged),,171,3,,
Smuggler's Cove,456,,,,,,,,,
Smuggler's Cove,457,El Presidente,Grenadine,,Syrup (grenadine),,172,3,,
Smuggler's Cove,458,El Presidente,Dry Vermouth,,Vermouth (dry),,172,3,,
Smuggler's Cove,459,El Presidente,Pierre Ferrand Dry Curacao,,Liqueur (orange),,172,3,,
Smuggler's Cove,460,El Presidente,Blended Lightly Aged Rum,R2,Rum (blended Lightly Aged),,172,3,,
Smuggler's Cove,461,,,,,,,,,
Smuggler's Cove,462,Twelve Mile Limit,Lemon Juice,,Juice (lemon),,172,3,,
Smuggler's Cove,463,Twelve Mile Limit,Grenadine,,Syrup (grenadine),,172,3,,
Smuggler's Cove,464,Twelve Mile Limit,Blended Lightly Aged Rum,R2,Rum (blended Lightly Aged),,172,3,,
Smuggler's Cove,465,Twelve Mile Limit,Rye,,Whiskey (rye),,172,3,,
Smuggler's Cove,466,Twelve Mile Limit,Brandy,,Brandy (grape),,172,3,,
Smuggler's Cove,467,,,,,,,,,
Smuggler's Cove,468,Parisian Blonde,Pierre Ferrand Dry Curacao,,Liqueur (orange),,174,3,,
Smuggler's Cove,469,Parisian Blonde,Blended Aged Rum,R3,Rum (blended Aged),,174,3,,
Smuggler's Cove,470,Parisian Blonde,Sweet Cream,,Cream (sweet),,174,,,
Smuggler's Cove,471,,,,,,,,,
Smuggler's Cove,472,Cora Middleton,Egg White,,Egg (white),,174,3,,
Smuggler's Cove,473,Cora Middleton,Blended Aged Rum,R3,Rum (blended Aged),,174,3,,
Smuggler's Cove,474,Cora Middleton,Lime Juice,,Juice (lime),,174,3,,
Smuggler's Cove,475,Cora Middleton,Demerara Syrup,,Syrup (demerara),,174,3,,
Smuggler's Cove,476,Cora Middleton,Small Hand Foods Raspberry Gum Syrup,,Syrup (raspberry Gum),,174,,,
Smuggler's Cove,477,,,,,,,,,
Smuggler's Cove,478,Millionaire Cocktail No. 1,Lime Juice,,Juice (lime),,175,3,,
Smuggler's Cove,479,Millionaire Cocktail No. 1,Grenadine,,Syrup (grenadine),,175,3,,
Smuggler's Cove,480,Millionaire Cocktail No. 1,Giffard Abricot du Roussillon,,Liqueur (apricot),,175,,,
Smuggler's Cove,481,Millionaire Cocktail No. 1,Black Pot Still Rum,,Rum (Black Pot Still Rum),,175,,,
Smuggler's Cove,482,Millionaire Cocktail No. 1,Blended Aged Rum,OR R3,Rum (blended Aged),,175,3,,
Smuggler's Cove,483,Millionaire Cocktail No. 1,Sloe Gin,,Gin (sloe),,175,,,
Smuggler's Cove,484,,,,,,,,,
Smuggler's Cove,485,Batida De Maracuja E Coco,Passion Fruit Puree,,Puree (passion Fruit),,175,,,
Smuggler's Cove,486,Batida De Maracuja E Coco,Coconut Milk,,Coconut Milk,,175,,,
Smuggler's Cove,487,Batida De Maracuja E Coco,Pot Still Aged Cachaça,,Cachaça,,175,,,
Smuggler's Cove,488,Batida De Maracuja E Coco,Sweetened Condensed Milk,,Sweetened Condensed Milk,,175,,,
Smuggler's Cove,489,,,,,,,,,
Smuggler's Cove,490,Wray & Ting,Wray & Nephew (overproof),,Rum (wray & Nephew White Overproof),,176,,,
Smuggler's Cove,491,Wray & Ting,Ting Grapefruit Soda,,Soda (grapefruit),,176,,,
Smuggler's Cove,492,,,,,,,,,
Smuggler's Cove,493,Hibiscus Rum Punch,Seltzer,,Soda,,176,3,,
Smuggler's Cove,494,Hibiscus Rum Punch,Lime Juice,,Juice (lime),,176,3,,
Smuggler's Cove,495,Hibiscus Rum Punch,Hibiscus Liqueur,,Liqueur (hibiscus),,176,,,
Smuggler's Cove,496,Hibiscus Rum Punch,Demerara Syrup,,Syrup (demerara),,176,3,,
Smuggler's Cove,497,Hibiscus Rum Punch,Blended Aged Rum (jamaica),R3,Rum (blended Aged),,176,3,,
Smuggler's Cove,498,,,,,,,,,
Smuggler's Cove,499,Ti' Punch / Ti' Punch Vieux,Martinique Sugarcane Syrup,,Syrup (martinique Sugarcane),,179,,,
Smuggler's Cove,500,Ti' Punch / Ti' Punch Vieux,Cane Aoc Martinique Rhum Agricole Blanc,R7,Rum (cane Aoc Martinique Rhum Agricole),,179,3,,
Smuggler's Cove,501,Ti' Punch / Ti' Punch Vieux,Cane Aoc Martinique Rhum Agricole Vieux,OR R8,Rum (cane Aoc Martinique Rhum Agricole Vieux),,179,3,,
Smuggler's Cove,502,Ti' Punch / Ti' Punch Vieux,Lime Small Rounded Chunk,,Fruit (lime),,179,3,,
Smuggler's Cove,503,,,,,,,,,
Smuggler's Cove,504,Barbados Rum Punch,Lime Juice,,Juice (lime),,179,3,,
Smuggler's Cove,505,Barbados Rum Punch,Demerara Syrup,,Syrup (demerara),,179,3,,
Smuggler's Cove,506,Barbados Rum Punch,Blended Aged Rum (barbados),R3,Rum (blended Aged),,179,3,,
Smuggler's Cove,507,Barbados Rum Punch,Angostura Bitters,,Bitters (aromatic),,179,3,,
Smuggler's Cove,508,,,,,,,,,
Smuggler's Cove,509,Jamaican Milk Punch,Whole Milk,,Milk (whole),,180,3,,
Smuggler's Cove,510,Jamaican Milk Punch,Heavy Whipping Cream,,Cream (heavy Whipping),,180,2,,
Smuggler's Cove,511,Jamaican Milk Punch,Demerara Syrup,,Syrup (demerara),,180,3,,
Smuggler's Cove,512,Jamaican Milk Punch,Black Blended Rum (jamaica),RR5,Rum (black Blended),,180,3,,
Smuggler's Cove,513,Jamaican Milk Punch,Vanilla Extract,,Extract (vanilla),,180,3,,
Smuggler's Cove,514,Jamaican Milk Punch,Angostura Bitters,,Bitters (aromatic),,180,3,,
Smuggler's Cove,515,,,,,,,,,
Smuggler's Cove,516,Corn and Oil,John D. Taylor's Velvet Falernum,,Liqueur (falernum),,180,3,,
Smuggler's Cove,517,Corn and Oil,Blended Aged Rum (barbados),R3,Rum (blended Aged),,180,3,,
Smuggler's Cove,518,Corn and Oil,Angostura Bitters,,Bitters (aromatic),,180,3,,
Smuggler's Cove,519,,,,,,,,,
Smuggler's Cove,520,Queen's Park Swizzle,Mint Leaves,,Leaves (mint),,181,3,,
Smuggler's Cove,521,Queen's Park Swizzle,Lime Juice,,Juice (lime),,181,3,,
Smuggler's Cove,522,Queen's Park Swizzle,Demerara Syrup,,Syrup (demerara),,181,3,,
Smuggler's Cove,523,Queen's Park Swizzle,Black Blended Rum,RR5,Rum (black Blended),,181,3,,
Smuggler's Cove,524,Queen's Park Swizzle,Angostura Bitters,,Bitters (aromatic),,181,3,,
Smuggler's Cove,525,,,,,,,,,
Smuggler's Cove,526,House Spiced Rum,Blended Aged Rum,R3,Rum (blended Aged),,193,3,,
Smuggler's Cove,527,House Spiced Rum,Vanilla Bean,,Spice (vanilla Bean),,193,2,,
Smuggler's Cove,528,House Spiced Rum,Strip Orange Peel,,Fruit (orange),,193,,,
Smuggler's Cove,529,House Spiced Rum,Allspice Berries,,Spice (allspice),,193,2,,
Smuggler's Cove,530,House Spiced Rum,Cinnamon Stick,,Spice (cinnamon),,193,3,,
Smuggler's Cove,531,House Spiced Rum,Whole Cloves,,Spice (cloves),,193,2,,
Smuggler's Cove,532,House Spiced Rum,Grated Nutmeg,,Spice (nutmeg),,193,3,,
Smuggler's Cove,533,House Spiced Rum,Whole Black Pepercorns,,Spice (black Pepercorns),,193,3,,
Smuggler's Cove,534,House Spiced Rum,Ginger,,Spice (ginger),,193,3,,
Smuggler's Cove,535,House Spiced Rum,Demerara Syrup,,Syrup (demerara),,193,3,,
Smuggler's Cove,536,,,,,,,,,
Smuggler's Cove,537,The Chadburn,Tawny Port,,Port (tawny),,201,,,
Smuggler's Cove,538,The Chadburn,Mathilde Poire Pear Liqueur,,Liqueur (pear),,201,,,
Smuggler's Cove,539,The Chadburn,Blended Aged Rum,R3,Rum (blended Aged),,201,3,,
Smuggler's Cove,540,The Chadburn,Bittermens Xocolatl (chocolate) Mole Bitters,,Bitters (Mole),,201,3,,
Smuggler's Cove,541,,,,,,,,,
Smuggler's Cove,542,A Wish for Grace,Lemon Juice,,Juice (lemon),,201,3,,
Smuggler's Cove,543,A Wish for Grace,2:1 Simple Syrup,,Syrup (rich Simple),,201,3,,
Smuggler's Cove,544,A Wish for Grace,Pierre Ferrand Dry Curacao,,Liqueur (orange),,201,3,,
Smuggler's Cove,545,A Wish for Grace,Pot Still Lightly Aged Rum (new England),R1,pot still lightly aged rum (overproof),,201,3,,
Smuggler's Cove,546,A Wish for Grace,Blandy's 5 Year Verdelho Madeira,,Madeira,,201,,,
Smuggler's Cove,547,A Wish for Grace,Angostura Bitters,,Bitters (aromatic),,201,3,,
Smuggler's Cove,548,,,,,,,,,
Smuggler's Cove,549,Hot Buttered Rum,Hot Buttered Rum Batter,,Hot Buttered Rum Batter,,202,,,
Smuggler's Cove,550,Hot Buttered Rum,Blended Aged Rum,R3,Rum (blended Aged),,202,3,,
Smuggler's Cove,551,Hot Buttered Rum,Water Hot,,Water Hot,,202,3,,
Smuggler's Cove,552,,,,,,,,,
Smuggler's Cove,553,Hot Buttered Rum Batter,Ground Cinnamon,,Spice (cinnamon),,202,3,,
Smuggler's Cove,554,Hot Buttered Rum Batter,Ground Nutmeg,,Spice (nutmeg),,202,3,,
Smuggler's Cove,555,Hot Buttered Rum Batter,Ground Black Pepper,,Spice (black Pepper),,202,3,,
Smuggler's Cove,556,Hot Buttered Rum Batter,Ground Cloves,,Spice (cloves),,202,2,,
Smuggler's Cove,557,Hot Buttered Rum Batter,Ground Allspice,,Spice (allspice),,202,2,,
Smuggler's Cove,558,Hot Buttered Rum Batter,Ground Anise Seed,,Spice (anise Seed),,202,2,,
Smuggler's Cove,559,Hot Buttered Rum Batter,Salted Butter,,Salted Butter,,202,3,,
Smuggler's Cove,560,Hot Buttered Rum Batter,Packed Golden Brown Sugar,,Packed Golden Brown Sugar,,202,,,
Smuggler's Cove,561,Hot Buttered Rum Batter,Brer Rabbit Mil Molasses,,Molasses,,202,,,
Smuggler's Cove,562,Hot Buttered Rum Batter,Vanilla Extract,,Extract (vanilla),,202,3,,
Smuggler's Cove,563,,,,,,,,,
Smuggler's Cove,564,Abricot Vieux,Giffard Abricot du Roussillon,,Liqueur (apricot),,203,,,
Smuggler's Cove,565,Abricot Vieux,Cane Aoc Martinique Rhum Agricole Vieux,R8,Rum (cane Aoc Martinique Rhum Agricole Vieux),,203,3,,
Smuggler's Cove,566,Abricot Vieux,Angostura Bitters,,Bitters (aromatic),,203,3,,
Smuggler's Cove,567,Abricot Vieux,Orange Bitters,,Bitters (orange),,203,3,,
Smuggler's Cove,568,,,,,,,,,
Smuggler's Cove,569,Paniolo Old-fashioned,Li Hing Mui Syrup,,Syrup (li Hing Mui),,203,,,
Smuggler's Cove,570,Paniolo Old-fashioned,Blended Aged Rum,R3,Rum (blended Aged),,203,3,,
Smuggler's Cove,571,Paniolo Old-fashioned,Angostura Bitters,,Bitters (aromatic),,203,3,,
Smuggler's Cove,572,,,,,,,,,
Smuggler's Cove,573,Port Royal,Lime Juice,,Juice (lime),,204,3,,
Smuggler's Cove,574,Port Royal,Jerk Syrup,,Syrup (jerk),,204,,,
Smuggler's Cove,575,Port Royal,Blended Lightly Aged Rum,R2,Rum (blended Lightly Aged),,204,3,,
Smuggler's Cove,576,Port Royal,Wray & Nephew (overproof),,Rum (wray & Nephew White Overproof),,204,,,
Smuggler's Cove,577,Port Royal,Hellfire Tincture,,Hellfire Tincture,,204,3,,
Smuggler's Cove,578,,,,,,,,,
Smuggler's Cove,579,Kingston Palaka,Lemon Juice,,Juice (lemon),,204,3,,
Smuggler's Cove,580,Kingston Palaka,Li Hing Mui Powder,,Li Hing Mui Powder,,204,,,
Smuggler's Cove,581,Kingston Palaka,Drambuie,,Liqueur (drambuie),,204,,,
Smuggler's Cove,582,Kingston Palaka,Blended Aged Rum (jamaica),R3,Rum (blended Aged),,204,3,,
Smuggler's Cove,583,,,,,,,,,
Smuggler's Cove,584,Donn Day Afternoon,Lime Juice,,Juice (lime),,206,3,,
Smuggler's Cove,585,Donn Day Afternoon,Cinnamon Syrup,,Syrup (cinnamon),,206,3,,
Smuggler's Cove,586,Donn Day Afternoon,Stiegl-radler Grapefruit Beer,,Beer (grapefruit),,206,,,
Smuggler's Cove,587,Donn Day Afternoon,Cane Aoc Martinique Rhum Agricole Blanc,R7,Rum (cane Aoc Martinique Rhum Agricole),,206,3,,
Smuggler's Cove,588,,,,,,,,,
Smuggler's Cove,589,Baie Du Galion,Green Chartreuse,,Liqueur (chartreuse Green),,206,3,,
Smuggler's Cove,590,Baie Du Galion,Drambuie,,Liqueur (drambuie),,206,,,
Smuggler's Cove,591,Baie Du Galion,Cane Aoc Martinique Rhum Agricole Blanc,R7,Rum (cane Aoc Martinique Rhum Agricole),,206,3,,
Smuggler's Cove,592,,,,,,,,,
Smuggler's Cove,593,Agricole Guava Cooler,Bundaberg Guava Soda,,Soda (guava),,209,,,
Smuggler's Cove,594,Agricole Guava Cooler,Lime Juice,,Juice (lime),,209,3,,
Smuggler's Cove,595,Agricole Guava Cooler,Licor 43 Spiced Liqueur,,Liqueur (licor 43),,209,,,
Smuggler's Cove,596,Agricole Guava Cooler,Cane Aoc Martinique Rhum Agricole Blanc,R7,Rum (cane Aoc Martinique Rhum Agricole),,209,3,,
Smuggler's Cove,597,Agricole Guava Cooler,Angostura Bitters,,Bitters (aromatic),,209,3,,
Smuggler's Cove,598,,,,,,,,,
Smuggler's Cove,599,Richard Sealebach,Pierre Ferrand Dry Curacao,,Liqueur (orange),,209,3,,
Smuggler's Cove,600,Richard Sealebach,RL Seale's 10 Year,,Rum (r.l. Seale 10 Year),,209,3,,
Smuggler's Cove,601,Richard Sealebach,Angostura Bitters,,Bitters (aromatic),,209,3,,
Smuggler's Cove,602,Richard Sealebach,Peychaud's,,Bitters (creole),,209,,,
Smuggler's Cove,603,Richard Sealebach,Champagne,,Wine (sparkling) (champagne),,209,2,,
Smuggler's Cove,604,,,,,,,,,
Smuggler's Cove,605,Cosa Nostra #2,Lemon Juice,,Juice (lemon),,210,3,,
Smuggler's Cove,606,Cosa Nostra #2,Amaro Averna,,Amaro (Medium),,210,,,
Smuggler's Cove,607,Cosa Nostra #2,Blended Lightly Aged Rum,R2,Rum (blended Lightly Aged),,210,3,,
Smuggler's Cove,608,Cosa Nostra #2,Angostura Bitters,,Bitters (aromatic),,210,3,,
Smuggler's Cove,609,Cosa Nostra #2,Ginger Ale,,Soda (ginger),,210,2,,
