Book,#,Name,Ingredient,Idx,Category,Type,Page,Stock,,
Welcome Home,1310,Dark’s Carnival,Marie Brizard white crème de cacao,,Liqueur (Cacao),,,,,
Welcome Home,1311,Dark’s Carnival,Hamilton Jamaican Gold,,Rum (Jamaican),,,3,,
Welcome Home,1312,Dark’s Carnival,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1313,Dark’s Carnival,fresh pineapple juice,,Juice (Pineapple),,,3,,
Welcome Home,1314,Dark’s Carnival,Bitter End Jamaican Jerk bitters,,Bitters (Jerk),,,,,
Welcome Home,1315,Dark’s Carnival,1 lime wheel,,Citrus (Lime),,,3,,
Welcome Home,1316,,,,,,,,,
Welcome Home,1317,Dawn Patrol,cold seltzer,,Water (Sparkling),,,3,,
Welcome Home,1318,Dawn Patrol,Granny Smith apple slices,,Fruit (Apple),,,2,,
Welcome Home,1319,Dawn Patrol,Absentroux,,Vermouth (Absinthe),,,,,
Welcome Home,1320,Dawn Patrol,Bowmore 12-year single malt scotch,,Whisky (Scotch) (Islay),,,3,,
Welcome Home,1321,Dawn Patrol,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,1322,Dawn Patrol,simple syrup ,,Syrup (Simple),,,3,,
Welcome Home,1323,Dawn Patrol,egg white,,Egg (White),,,3,,
Welcome Home,1324,,,,,,,,,
Welcome Home,1325,Diamond Heist,Rhum J.M White 100 proof,,Rum (Agricole) (Unaged),,,3,,
Welcome Home,1326,Diamond Heist,Avuá Amburana cachaça,,Cachaça (Aged) (Amburana),,,,,
Welcome Home,1327,Diamond Heist,Giffard crème de pêche,,Liqueur (Peach),,,,,
Welcome Home,1328,Diamond Heist,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1329,Diamond Heist,Hopped Pineapple Gum Syrup ,,Syrup (Pineapple) (Hopped),,,,,
Welcome Home,1330,Diamond Heist,1 mint bouquet,,Mint,,,3,,
Welcome Home,1331,,,,,,,,,
Welcome Home,1332,Doctor Strangelove,El Dorado 3 Year,,Rum (Demerara),,,3,,
Welcome Home,1333,Doctor Strangelove,Wray & Nephew (overproof),,Rum (Jamaican) (Unaged) (Overproof),,,,,
Welcome Home,1334,Doctor Strangelove,Damoiseau 110-proof rum,,Rum (Agricole) (Unaged),,,3,,
Welcome Home,1335,Doctor Strangelove,Dolin blanc vermouth,,Vermouth (Blanc),,,2,,
Welcome Home,1336,Doctor Strangelove,Chareau aloe liqueur,,Liqueur (Aloe),,,,,
Welcome Home,1337,Doctor Strangelove,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1338,Doctor Strangelove,Kiwi Syrup ,,Syrup (Kiwi),,,,,
Welcome Home,1339,Doctor Strangelove,1 kiwi slice,,Fruit (Kiwi),,,,,
Welcome Home,1340,,,,,,,,,
Welcome Home,1341,Dragonfly,Appleton Estate Reserve Jamaica rum,,Rum (Jamaican),,,3,,
Welcome Home,1342,Dragonfly,Miso-Infused Pierre Ferrand 1840 Cognac ,,Brandy (Grape) (Infusion : Miso),Infusion,,,,
Welcome Home,1343,Dragonfly,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,1344,Dragonfly,House Orgeat ,,Syrup (Orgeat),,,3,,
Welcome Home,1345,Dragonfly,Giffard banane du Brésil,,Liqueur (Banana),,,3,,
Welcome Home,1346,Dragonfly,1 mint bouquet,,Mint,,,3,,
Welcome Home,1347,,,,,,,,,
Welcome Home,1348,El Fuerte,Old Forester Signature,,Whiskey (Bourbon),,,2,,
Welcome Home,1349,El Fuerte,Giffard Abricot du Roussillon,,Liqueur (Apricot),,,,,
Welcome Home,1350,El Fuerte,Tepache ,,Tepache,,,,,
Welcome Home,1351,El Fuerte,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,1352,El Fuerte,Cane Sugar Syrup ,,Syrup (Cane),,,3,,
Welcome Home,1353,El Fuerte,Bittermens Xocolatl mole bitters,,Bitters (Mole),,,3,,
Welcome Home,1354,El Fuerte,Angostura bitters,,Bitters (Aromatic),,,3,,
Welcome Home,1355,El Fuerte,1 cinnamon stick,,Spice (Cinnamon),,,3,,
Welcome Home,1356,,,,,,,,,
Welcome Home,1357,Faded Love,Singani 63 eau-de-vie,,Eau-de-vie (Grape),,,,,
Welcome Home,1358,Faded Love,St. George green chile vodka,,Vodka (Green chile),,,,,
Welcome Home,1359,Faded Love,Suze,,Liqueur (Suze),,,3,,
Welcome Home,1360,Faded Love,St-Germain elderflower liqueur,,Liqueur (Elderflower),,,3,,
Welcome Home,1361,Faded Love,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1362,Faded Love,Parrot Syrup ,,Syrup (Papaya),,,,,
Welcome Home,1363,Faded Love,Salt Solution ,,Salt (Solution),,,3,,
Welcome Home,1364,Faded Love,1 pickled cherry tomato on a skewer,,Pickle (Tomato),,,,,
Welcome Home,1365,,,,,,,,,
Welcome Home,1366,Family Affair Punch,Gamay red wine,,Wine (Red),,,2,,
Welcome Home,1367,Family Affair Punch,Greenhook Ginsmiths Old Tom gin,,Gin (Old Tom),,,,,
Welcome Home,1368,Family Affair Punch,Amaro Nardini,,Amaro (Medium),,,3,,
Welcome Home,1369,Family Affair Punch,Grand Marnier,,Liqueur (Orange),,,3,,
Welcome Home,1370,Family Affair Punch,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,1371,Family Affair Punch,Honey Syrup ,,Syrup (Honey),,,3,,
Welcome Home,1372,Family Affair Punch,Cinnamon Syrup ,,Syrup (Cinnamon),,,3,,
Welcome Home,1373,Family Affair Punch,Bitter End Moroccan bitters,,Bitters (Moroccan),,,,,
Welcome Home,1374,Family Affair Punch,Dale DeGroff’s pimento bitters,,Bitters (Allspice),,,,,
Welcome Home,1375,Family Affair Punch,cold seltzer,,Water (Sparkling),,,3,,
Welcome Home,1376,Family Affair Punch,Lemon wheels,,Citrus (Lemon),,,3,,
Welcome Home,1377,,,,,,,,,
Welcome Home,1378,Fever Dream,cucumber slice,,Cucumber,,,,,
Welcome Home,1379,Fever Dream,Arbol-Infused Del Maguey Vida Mezcal ,,Agave (Mezcal) (Infusion : Arbol Chili),Infusion,,,,
Welcome Home,1380,Fever Dream,Suze,,Liqueur (Suze),,,3,,
Welcome Home,1381,Fever Dream,St-Germain elderflower liqueur,,Liqueur (Elderflower),,,3,,
Welcome Home,1382,Fever Dream,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1383,Fever Dream,Cane Sugar Syrup ,,Syrup (Cane),,,3,,
Welcome Home,1384,Fever Dream,Bitter Truth celery bitters,,Bitters (Celery),,,,,
Welcome Home,1385,,,,,,,,,
Welcome Home,1386,Firing Pin,Sombra mezcal,,Agave (Mezcal),,,3,,
Welcome Home,1387,Firing Pin,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1388,Firing Pin,House Orgeat ,,Syrup (Orgeat),,,3,,
Welcome Home,1389,Firing Pin,House Ginger Syrup ,,Syrup (Ginger),,,2,,
Welcome Home,1390,Firing Pin,Cholula hot sauce,,Hot sauce,,,3,,
Welcome Home,1391,Firing Pin,Campari,,Amaro (Aperitivo) (Campari),,,3,,
Welcome Home,1392,Firing Pin,1 mint bouquet,,Mint,,,3,,
Welcome Home,1393,,,,,,,,,
Welcome Home,1394,Fistful of Dollars,Old Grand-Dad bonded bourbon,,Whiskey (Bourbon),,,2,,
Welcome Home,1395,Fistful of Dollars,Cointreau,,Liqueur (Orange),,,3,,
Welcome Home,1396,Fistful of Dollars,Campari,,Amaro (Aperitivo) (Campari),,,3,,
Welcome Home,1397,Fistful of Dollars,Donn’s Mix #1 ,,Mix (Donn’s Mix #1),,,3,,
Welcome Home,1398,Fistful of Dollars,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,1399,Fistful of Dollars,Bitter Truth aromatic bitters,,Bitters (Aromatic),,,3,,
Welcome Home,1400,Fistful of Dollars,1 orange twist,,Citrus (Orange),,,3,,
Welcome Home,1401,,,,,,,,,
Welcome Home,1402,Flying Guillotine,Dupont Calvados Hors d’Age,,Brandy (Apple),,,3,,
Welcome Home,1403,Flying Guillotine,El Dorado 15 Year,,Rum (Demerara),,,3,,
Welcome Home,1404,Flying Guillotine,Plantation O.F.T.D. Overproof rum,,Rum (Blend) (Overproof),,,3,,
Welcome Home,1405,Flying Guillotine,Don’s Spices ,,Mix (Don’s Spices ),,,3,,
Welcome Home,1406,Flying Guillotine,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1407,Flying Guillotine,Demerara Syrup ,,Syrup (Demerara),,,3,,
Welcome Home,1408,Flying Guillotine,Perfect Purée guava purée,,Purée (Guava),,,,,
Welcome Home,1409,Flying Guillotine,absinthe,,Absinthe,,,3,,
Welcome Home,1410,Flying Guillotine,Angostura bitters,,Bitters (Aromatic),,,3,,
Welcome Home,1411,Flying Guillotine,1 orchid flower,,Flower (Orchid),,,,,
Welcome Home,1412,,,,,,,,,
Welcome Home,1413,Fortunella,Spring44 vodka,,Vodka,,,2,,
Welcome Home,1414,Fortunella,Clear Creek pear brandy,,Eau-de-vie (Pear),,,,,
Welcome Home,1415,Fortunella,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1416,Fortunella,House Orgeat ,,Syrup (Orgeat),,,3,,
Welcome Home,1417,Fortunella,Rhum Clément Créole Shrubb,,Liqueur (Orange),,,3,,
Welcome Home,1418,Fortunella,Boiron kalamansi purée,,Purée (Kalamansi),,,,,
Welcome Home,1419,Fortunella,1 lime wheel,,Citrus (Lime),,,3,,
Welcome Home,1420,,,,,,,,,
Welcome Home,1421,Full Disclosure,Del Maguey Santo Domingo Albarradas mezcal,,Agave (Mezcal),,,3,,
Welcome Home,1422,Full Disclosure,Giffard rhubarb liqueur,,Liqueur (Rhubarb),,,,,
Welcome Home,1423,Full Disclosure,Donn’s Mix #1 ,,Mix (Donn’s Mix #1),,,3,,
Welcome Home,1424,Full Disclosure,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1425,Full Disclosure,Bitter Truth aromatic bitters,,Bitters (Aromatic),,,3,,
Welcome Home,1426,Full Disclosure,1 grapefruit twist,,Citrus (Grapefruit),,,3,,
Welcome Home,1427,,,,,,,,,
Welcome Home,1428,Full Sail,Pasquet Pineau des Charentes,,Pineau des Charentes,,,,,
Welcome Home,1429,Full Sail,Ocho 2012 plata tequila,,Agave (Tequila) (Blanco),,,3,,
Welcome Home,1430,Full Sail,fresh Granny Smith apple juice,,Juice (Apple),,,,,
Welcome Home,1431,Full Sail,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1432,Full Sail,Vanilla Syrup ,,Syrup (Vanilla),,,2,,
Welcome Home,1433,Full Sail,absinthe,,Absinthe,,,3,,
Welcome Home,1434,Full Sail,Angostura bitters,,Bitters (Aromatic),,,3,,
Welcome Home,1435,Full Sail,1 Granny Smith apple slice,,Fruit (Apple),,,2,,
Welcome Home,1436,,,,,,,,,
Welcome Home,1437,Galileo Seven,Rhine Hall mango brandy,,Eau-de-vie (Mango),,,,,
Welcome Home,1438,Galileo Seven,Plantation 3 Stars white rum,,Rum (English) (Unaged),,,3,,
Welcome Home,1439,Galileo Seven,Neisson rhum agricole blanc,,Rum (Agricole) (Unaged),,,3,,
Welcome Home,1440,Galileo Seven,Luxardo maraschino liqueur,,Liqueur (Maraschino Cherry),,,3,,
Welcome Home,1441,Galileo Seven,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1442,Galileo Seven,Pineapple Gum Syrup ,,Syrup (Pineapple),,,2,,
Welcome Home,1443,Galileo Seven,Peychaud’s bitters,,Bitters (Peychaud's),,,3,,
Welcome Home,1444,,,,,,,,,
Welcome Home,1445,Garden Park Swizzle,mint leaves,,Mint,,,3,,
Welcome Home,1446,Garden Park Swizzle,Bombay London dry gin,,Gin (London dry),,,3,,
Welcome Home,1447,Garden Park Swizzle,Suze,,Liqueur (Suze),,,3,,
Welcome Home,1448,Garden Park Swizzle,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,1449,Garden Park Swizzle,House Ginger Syrup ,,Syrup (Ginger),,,2,,
Welcome Home,1450,Garden Park Swizzle,Velvet falernum,,Liqueur (Falernum),,,3,,
Welcome Home,1451,Garden Park Swizzle,"Angostura and Peychaud’s bitters, and 1 mint bouquet",,Bitters (Aromatic),,,3,,
Welcome Home,1452,,,,,,,,,
Welcome Home,1453,Gemini Flyover,Bertoux brandy,,Brandy (Grape),,,3,,
Welcome Home,1454,Gemini Flyover,Batavia arrack,,Batavia Arrack,,,,,
Welcome Home,1455,Gemini Flyover,Giffard banane du Brésil,,Liqueur (Banana),,,3,,
Welcome Home,1456,Gemini Flyover,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1457,Gemini Flyover,Madras Curry Syrup ,,Syrup (Curry),,,,,
Welcome Home,1458,Gemini Flyover,Angostura bitters,,Bitters (Aromatic),,,3,,
Welcome Home,1459,,,,,,,,,
Welcome Home,1460,Gemini Flyover 2,Lustau Los Arcos amontillado sherry,,Sherry (Amontillado),,,,,
Welcome Home,1461,Gemini Flyover 3,Bertoux brandy,,Brandy (Grape),,,3,,
Welcome Home,1462,Gemini Flyover 4,Batavia arrack,,Batavia Arrack,,,,,
Welcome Home,1463,Gemini Flyover 5,Giffard banane du Brésil,,Liqueur (Banana),,,3,,
Welcome Home,1464,Gemini Flyover 6,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1465,Gemini Flyover 7,Madras Curry Syrup ,,Syrup (Curry),,,,,
Welcome Home,1466,Gemini Flyover 8,Angostura bitters,,Bitters (Aromatic),,,3,,
Welcome Home,1467,,,,,,,,,
Welcome Home,1468,Glory Days,Redbreast 12-year Irish whiskey,,Whiskey (Irish),,,2,,
Welcome Home,1469,Glory Days,Lustau oloroso sherry,,Sherry (Oloroso),,,3,,
Welcome Home,1470,Glory Days,Tempus Fugit crème de banane,,Liqueur (Banana),,,3,,
Welcome Home,1471,Glory Days,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,1472,Glory Days,Cane Sugar Syrup ,,Syrup (Cane),,,3,,
Welcome Home,1473,Glory Days,Terra Spice birch extract,,Extract (Birch),,,,,
Welcome Home,1474,Glory Days,mint leaves,,Mint,,,3,,
Welcome Home,1475,Glory Days,"1 mint bouquet and Tempus Fugit crème de banane, in an atomizer",,Mint and Liqueur (Banana),,,3,,
Welcome Home,1476,,,,,,,,,
Welcome Home,1477,Golden Fang,St. George dry rye reposado gin,,Gin (Contemporary) (Aged),,,,,
Welcome Home,1478,Golden Fang,Perry’s Tot Navy Strength gin,,Gin (London dry) (Navy Strength),,,,,
Welcome Home,1479,Golden Fang,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1480,Golden Fang,fresh orange juice,,Juice (Orange),,,3,,
Welcome Home,1481,Golden Fang,House Ginger Syrup ,,Syrup (Ginger),,,2,,
Welcome Home,1482,Golden Fang,Passion Fruit Syrup ,,Syrup (Passion fruit),,,3,,
Welcome Home,1483,Golden Fang,Vanilla Syrup ,,Syrup (Vanilla),,,2,,
Welcome Home,1484,Golden Fang,Scrappy’s cardamom bitters,,Bitters (Cardamom),,,,,
Welcome Home,1485,Golden Fang,"1 orchid flower, 1 mint bouquet, and 1 cinnamon stick",,"Flower (Orchid), Mint and Spice (Cinnamon)",,,,,
Welcome Home,1486,,,,,,,,,
Welcome Home,1487,Haitian Divorce,Barbancourt 8-year rum,,Rum (Haiti),,,3,,
Welcome Home,1488,Haitian Divorce,Wray & Nephew (overproof),,Rum (Jamaican) (Unaged) (Overproof),,,,,
Welcome Home,1489,Haitian Divorce,Grand Marnier,,Liqueur (Orange),,,3,,
Welcome Home,1490,Haitian Divorce,fresh pineapple juice,,Juice (Pineapple),,,3,,
Welcome Home,1491,Haitian Divorce,Hibiscus Shrub ,,Shrub (Hibiscus),,,,,
Welcome Home,1492,Haitian Divorce,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1493,Haitian Divorce,1 edible flower,,Flower (Edible),,,,,
Welcome Home,1494,,,,,,,,,
Welcome Home,1495,Harbormaster,La Favorite Coeur d'Ambré,,Rum (Agricole),,,3,,
Welcome Home,1496,Harbormaster,Singani 63 eau-de-vie,,Eau-de-vie (Grape),,,,,
Welcome Home,1497,Harbormaster,Galliano l’Autentico,,Liqueur (Vanilla),,,,,
Welcome Home,1498,Harbormaster,Giffard Crème de Fruits de la Passion,,Liqueur (Passion fruit),,,,,
Welcome Home,1499,Harbormaster,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1500,Harbormaster,simple syrup ,,Syrup (Simple),,,3,,
Welcome Home,1501,,,,,,,,,
Welcome Home,1502,Heart Throb,Flor de Caña 4-year rum,,Rum (Spanish),,,3,,
Welcome Home,1503,Heart Throb,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1504,Heart Throb,Giffard crème de pamplemousse rose,,Liqueur (Grapefruit),,,,,
Welcome Home,1505,Heart Throb,Cinnamon Syrup ,,Syrup (Cinnamon),,,3,,
Welcome Home,1506,,,,,,,,,
Welcome Home,1507,High Atlas,Del Maguey Vida mezcal,,Agave (Mezcal),,,3,,
Welcome Home,1508,High Atlas,Suze,,Liqueur (Suze),,,3,,
Welcome Home,1509,High Atlas,Dolin dry vermouth,,Vermouth (Dry),,,3,,
Welcome Home,1510,High Atlas,Spent Citrus Cordial ,,Cordial (Citrus),,,,,
Welcome Home,1511,High Atlas,1 dehydrated orange slice,,Citrus (Orange),,,3,,
Welcome Home,1512,,,,,,,,,
Welcome Home,1513,Hotel California,Mount Gay Eclipse rum,,Rum (English),,,3,,
Welcome Home,1514,Hotel California,Pineau des Charentes,,Pineau des Charentes,,,,,
Welcome Home,1515,Hotel California,Wray & Nephew (overproof),,Rum (Jamaican) (Unaged) (Overproof),,,,,
Welcome Home,1516,Hotel California,Giffard Abricot du Roussillon,,Liqueur (Apricot),,,,,
Welcome Home,1517,Hotel California,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1518,Hotel California,Cinnamon Syrup ,,Syrup (Cinnamon),,,3,,
Welcome Home,1519,Hotel California,Bitter End Moroccan bitters,,Bitters (Moroccan),,,,,
Welcome Home,1520,,,,,,,,,
Welcome Home,1521,Hurricane Kick,Siembra Valles High-Proof tequila,,Agave (Tequila) (Blanco),,,3,,
Welcome Home,1522,Hurricane Kick,Del Maguey Santo Domingo Albarradas mezcal,,Agave (Mezcal),,,3,,
Welcome Home,1523,Hurricane Kick,Massenez crème de pêche peach liqueur,,Liqueur (Peach),,,,,
Welcome Home,1524,Hurricane Kick,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1525,Hurricane Kick,fresh pineapple juice,,Juice (Pineapple),,,3,,
Welcome Home,1526,Hurricane Kick,Passion Fruit Syrup ,,Syrup (Passion fruit),,,3,,
Welcome Home,1527,Hurricane Kick,House Ginger Syrup ,,Syrup (Ginger),,,2,,
Welcome Home,1528,Hurricane Kick,"1 mint spring, 1 orchid flower, and 2 pineapple fronds",,"Mint, Flower (Orchid) and Pineapple fronds",,,3,,
Welcome Home,1529,,,,,,,,,
Welcome Home,1530,Iguanero,Nuestra Soledad Lachigui mezcal,,Agave (Mezcal),,,3,,
Welcome Home,1531,Iguanero,El Dorado 3 Year,,Rum (Demerara),,,3,,
Welcome Home,1532,Iguanero,Avuá Prata cachaça,,Cachaça,,,,,
Welcome Home,1533,Iguanero,green Chartreuse,,Chartreuse (Green),3,,,,
Welcome Home,1534,Iguanero,Kiwi Syrup ,,Syrup (Kiwi),,,,,
Welcome Home,1535,Iguanero,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1536,Iguanero,2 kiwi slices,,Fruit (Kiwi),,,,,
Welcome Home,1537,,,,,,,,,
Welcome Home,1538,Japhy Ryder,St. George Terroir gin,,Gin (Contemporary),,,3,,
Welcome Home,1539,Japhy Ryder,Clear Creek 8-year apple brandy,,Brandy (Apple),,,3,,
Welcome Home,1540,Japhy Ryder,Dolin Génépy des Alpes liqueur,,Liqueur (Génépy),,,,,
Welcome Home,1541,Japhy Ryder,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,1542,Japhy Ryder,fresh pineapple juice,,Juice (Pineapple),,,3,,
Welcome Home,1543,Japhy Ryder,House Orgeat ,,Syrup (Orgeat),,,3,,
Welcome Home,1544,,,,,,,,,
Welcome Home,1545,Jumping the Shark,Rhum J.M White 100 proof,,Rum (Agricole) (Unaged),,,3,,
Welcome Home,1546,Jumping the Shark,Amaro di Angostura,,Amaro (Medium) (di Angostura),,,,,
Welcome Home,1547,Jumping the Shark,Giffard crème de pamplemousse rose,,Liqueur (Grapefruit),,,,,
Welcome Home,1548,Jumping the Shark,Avuá Amburana cachaça,,Cachaça (Aged) (Amburana),,,,,
Welcome Home,1549,Jumping the Shark,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1550,Jumping the Shark,House Orgeat ,,Syrup (Orgeat),,,3,,
Welcome Home,1551,Jumping the Shark,Angostura bitters,,Bitters (Aromatic),,,3,,
Welcome Home,1552,Jumping the Shark,1 cinnamon stick,,Spice (Cinnamon),,,3,,
Welcome Home,1553,,,,,,,,,
Welcome Home,1554,Jungleland,orange wheel,,Citrus (Orange),,,3,,
Welcome Home,1555,Jungleland,Lustau Palo Cortado Peninsula,,Sherry (Palo Cortado),,,,,
Welcome Home,1556,Jungleland,Old Forester Signature,,Whiskey (Bourbon),,,2,,
Welcome Home,1557,Jungleland,Giffard banane du Brésil,,Liqueur (Banana),,,3,,
Welcome Home,1558,Jungleland,Ramazzotti,,Amaro (Medium) (Ramazzotti),,,,,
Welcome Home,1559,Jungleland,Demerara Syrup ,,Syrup (Demerara),,,3,,
Welcome Home,1560,Jungleland,"1 mint sprig, 1 orange wheel, blackberries, raspberries, and powdered sugar",,"Mint, Citrus (Orange), Fruit (Berry) and Sugar",,,3,,
Welcome Home,1561,,,,,,,,,
Welcome Home,1562,La Trinité,Rhum J.M V.S.O.P.,,Rum (Agricole),,,3,,
Welcome Home,1563,La Trinité,Clear Creek 2-year apple brandy,,Brandy (Apple),,,3,,
Welcome Home,1564,La Trinité,Suze,,Liqueur (Suze),,,3,,
Welcome Home,1565,La Trinité,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,1566,La Trinité,Honey Syrup ,,Syrup (Honey),,,3,,
Welcome Home,1567,La Trinité,Scrappy’s celery bitters,,Bitters (Celery),,,,,
Welcome Home,1568,,,,,,,,,
Welcome Home,1569,Marooned,Paul Beau VS cognac,,Brandy (Grape),,,3,,
Welcome Home,1570,Marooned,Laird’s bonded apple brandy,,Brandy (Apple),,,3,,
Welcome Home,1571,Marooned,Campari,,Amaro (Aperitivo) (Campari),,,3,,
Welcome Home,1572,Marooned,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1573,Marooned,Perfect Purée mango purée,,Purée (Mango),,,,,
Welcome Home,1574,Marooned,Vanilla Syrup ,,Syrup (Vanilla),,,2,,
Welcome Home,1575,Marooned,1 lime wheel and 1 mint bouquet,,Citrus (Lime) and Mint,,,3,,
Welcome Home,1576,,,,,,,,,
Welcome Home,1577,Mondrian,dry sparkling wine,,Wine (Sparkling),,,2,,
Welcome Home,1578,Mondrian,El Tesoro Platinum tequila,,Agave (Tequila) (Blanco),,,3,,
Welcome Home,1579,Mondrian,Cappelletti Vino Aperitivo,,Amaro (Aperitivo) (Cappelletti),,,,,
Welcome Home,1580,Mondrian,St. George Raspberry Brandy,,Eau-de-vie (Raspberry),,,,,
Welcome Home,1581,Mondrian,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1582,Mondrian,Raspberry Syrup ,,Syrup (Raspberry),,,2,,
Welcome Home,1583,Mondrian,egg white,,Egg (White),,,3,,
Welcome Home,1584,Mondrian,Raspberry powder (see above),,Powder (Raspberry),,,,,
Welcome Home,1585,,,,,,,,,
Welcome Home,1586,Moonlight Sonata,Tyrconnell single malt Irish whiskey,,Whiskey (Irish),,,2,,
Welcome Home,1587,Moonlight Sonata,Watermelon Syrup ,,Syrup (Watermelon),,,,,
Welcome Home,1588,Moonlight Sonata,Cocchi Americano,,Apéritif (Cocchi Americano),,,3,,
Welcome Home,1589,Moonlight Sonata,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,1590,Moonlight Sonata,Massenez kirsch,,Eau-de-vie (Cherry),,,,,
Welcome Home,1591,Moonlight Sonata,House Orange Bitters ,,Bitters (Orange),,,3,,
Welcome Home,1592,Moonlight Sonata,absinthe,,Absinthe,,,3,,
Welcome Home,1593,Moonlight Sonata,Peychaud’s bitters,,Bitters (Peychaud's),,,3,,
Welcome Home,1594,Moonlight Sonata,dry sparkling wine,,Wine (Sparkling),,,2,,
Welcome Home,1595,Moonlight Sonata,Lemon wheels,,Citrus (Lemon),,,3,,
Welcome Home,1596,,,,,,,,,
Welcome Home,1597,Mr. Wednesday,Krogstad aquavit,,Aquavit,,,,,
Welcome Home,1598,Mr. Wednesday,Smith & Cross Jamaica rum,,Rum (Jamaican) (Overproof),,,3,,
Welcome Home,1599,Mr. Wednesday,Giffard banane du Brésil,,Liqueur (Banana),,,3,,
Welcome Home,1600,Mr. Wednesday,Cruzan Blackstrap,,Rum (Black strap),,,3,,
Welcome Home,1601,Mr. Wednesday,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,1602,Mr. Wednesday,House Orgeat ,,Syrup (Orgeat),,,3,,
Welcome Home,1603,Mr. Wednesday,1 orchid flower,,Flower (Orchid),,,,,
Welcome Home,1604,,,,,,,,,
Welcome Home,1605,Pablo Honey,St. George Terroir gin,,Gin (Contemporary),,,3,,
Welcome Home,1606,Pablo Honey,Capurro Acholado pisco,,Brandy (Pisco),,,,,
Welcome Home,1607,Pablo Honey,Dolin Génépy des Alpes liqueur,,Liqueur (Génépy),,,,,
Welcome Home,1608,Pablo Honey,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,1609,Pablo Honey,fresh grapefruit juice,,Juice (Grapefruit),,,3,,
Welcome Home,1610,Pablo Honey,Honey Syrup ,,Syrup (Honey),,,3,,
Welcome Home,1611,Pablo Honey,1 lemon wheel,,Citrus (Lemon),,,3,,
Welcome Home,1612,,,,,,,,,
Welcome Home,1613,Paradise Lost,Rhum J.M White 100 proof,,Rum (Agricole) (Unaged),,,3,,
Welcome Home,1614,Paradise Lost,St. George green chile vodka,,Vodka (Green chile),,,,,
Welcome Home,1615,Paradise Lost,yellow Chartreuse,,Chartreuse (Yellow),,,,,
Welcome Home,1616,Paradise Lost,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,1617,Paradise Lost,Pineapple Gum Syrup ,,Syrup (Pineapple),,,2,,
Welcome Home,1618,Paradise Lost,2 pineapple fronds and 1 small dried chile,,Pineapple (Frond) and Chile,,,3,,
Welcome Home,1619,,,,,,,,,
Welcome Home,1620,Pirate King Punch,Siembra Valles Blanco tequila,,Agave (Tequila) (Blanco),,,3,,2
Welcome Home,1621,Pirate King Punch,Bacardi Heritage rum,,Rum (Spanish),,,3,,2
Welcome Home,1622,Pirate King Punch,Velvet falernum,,Liqueur (Falernum),,,3,,2
Welcome Home,1623,Pirate King Punch,Wray & Nephew (overproof),,Rum (Jamaican) (Unaged) (Overproof),,,,,2
Welcome Home,1624,Pirate King Punch,St. Elizabeth allspice dram,,Liqueur (Allspice),,,3,,2
Welcome Home,1625,Pirate King Punch,fresh lime juice,,Juice (Lime),,,3,,2
Welcome Home,1626,Pirate King Punch,fresh orange juice,,Juice (Orange),,,3,,2
Welcome Home,1627,Pirate King Punch,Passion Fruit Syrup ,,Syrup (Passion fruit),,,3,,2
Welcome Home,1628,Pirate King Punch,Angostura bitters,,Bitters (Aromatic),,,3,,2
